"id","Invoice_Date","Invoice_name","Line_of_business","Price","Quantity","Status"
"332","6/28/2018","mauris_sit_amet.xls","Schuppe-Greenholt","218","80","Disputed"
"333","4/14/2018","magna_bibendum_imperdiet.ppt","Schaefer-Gulgowski","335","7","Disputed"
"334","10/10/2018","felis_ut_at.xls","Schroeder, Kovacek and Yost","3","29389","Disputed"
"335","10/5/2018","massa_id.xls","Kautzer, Lockman and Koelpin","7","8115","Disputed"
"336","3/28/2018","ut_odio.doc","Purdy-Kling","596","6","Disputed"
"337","8/26/2018","nulla_nunc_purus.xls","Beer Group","7","3349","Disputed"
"338","11/16/2018","est.ppt","Christiansen Inc","27","651","Disputed"
"339","6/22/2018","sapien_sapien.ppt","Nienow-Sanford","4","751","Disputed"
"340","3/22/2018","curabitur_at_ipsum.xls","Maggio, Schulist and Hills","7971","65397","Disputed"
"341","9/23/2018","id.xls","Hand, Roberts and Boehm","4","2201","Disputed"
"342","6/20/2018","nullam_molestie.pdf","Block Inc","612","2223","Disputed"
"343","10/16/2018","sodales.pdf","Durgan, Turcotte and Doyle","264","1580","Disputed"
"344","3/15/2019","felis_ut_at.pdf","Von-Fritsch","8684","48","Disputed"
"345","4/29/2018","commodo_vulputate.xls","Eichmann and Sons","6537","26","Open"
"346","2/6/2019","sed.ppt","Hettinger LLC","8824","76","Open"
"347","10/27/2018","felis_fusce_posuere.ppt","Runte, Ferry and Weber","53969","1864","Open"
"348","6/28/2018","in_lectus_pellentesque.doc","Ondricka-Lockman","6","68","Open"
"349","5/6/2018","in.pdf","Wiegand and Sons","67","24","Open"
"350","12/15/2018","risus_semper.doc","Abshire, Friesen and Frami","1","269","Open"
"351","11/14/2018","donec_ut.ppt","Smith-Adams","41","9238","Open"
"352","7/31/2018","donec_ut.ppt","Yundt-Turner","458","2","Open"
"353","7/10/2018","eget_congue.pdf","Fay LLC","99","9","Approved"
"354","6/28/2018","eu_est.xls","Eichmann Group","3","72","Approved"
"355","12/20/2018","potenti.ppt","Smith Inc","30","17","Approved"
"356","2/17/2019","fringilla_rhoncus.xls","Hyatt-Runte","72","36872","Approved"
"357","10/8/2018","odio_donec_vitae.ppt","Rogahn-Lubowitz","9","0","Approved"
"358","2/26/2019","erat_volutpat.ppt","Olson Group","47011","66","Approved"
"359","4/10/2018","tristique_in_tempus.ppt","Lowe-Bauch","6470","29562","Approved"
"360","1/17/2019","amet_consectetuer.ppt","Marks, Kuhic and Willms","6835","9","Disputed"
"361","5/22/2018","feugiat_non.ppt","Kutch, Rowe and Huel","18130","58126","Disputed"
"362","2/10/2019","lacinia_aenean.xls","Schumm, Auer and Breitenberg","0","3","Disputed"
"363","7/18/2018","amet.xls","Wilderman, Lesch and Kunde","48419","71","Disputed"
"364","12/22/2018","nisi_nam.xls","Ryan-Corwin","420","20356","Disputed"
"365","5/10/2018","proin.ppt","Durgan Inc","16","941","Disputed"
"366","2/13/2019","nulla_neque_libero.ppt","Cassin Inc","53","308","Disputed"
"367","8/3/2018","etiam_justo_etiam.ppt","Lind-Doyle","8","28","Disputed"
"368","7/12/2018","congue_elementum_in.ppt","Marvin-Feest","92937","376","Disputed"
"369","7/10/2018","diam_cras.doc","Walter Inc","82","605","Open"
"370","5/11/2018","quis_odio_consequat.xls","Toy-Williamson","62","193","Open"
"371","2/19/2019","donec_diam_neque.xls","Will LLC","677","94888","Open"
"372","3/3/2019","in_quis_justo.ppt","Leuschke Group","61946","1585","Open"
"373","11/21/2018","consequat_nulla_nisl.ppt","Tillman-Maggio","1604","14315","Open"
"374","9/12/2018","tortor_eu_pede.xls","Borer and Sons","0","82","Open"
"375","3/1/2019","adipiscing.xls","Reichel, O'Hara and Flatley","7","135","Open"
"376","1/30/2019","nec.xls","Daniel Group","5625","0","Open"
"377","11/10/2018","congue.ppt","Bradtke, Toy and Block","1075","25","Approved"
"378","3/30/2018","sem.pdf","Armstrong, Bosco and Gerhold","3842","7","Approved"
"379","10/8/2018","et.xls","Gorczany-Schmitt","6025","65","Approved"
"380","10/2/2018","ante_vivamus_tortor.ppt","Ziemann-Turner","6757","1205","Approved"
"381","5/29/2018","pretium_iaculis_justo.ppt","Cassin, Larkin and Kuvalis","571","909","Approved"
"382","2/28/2019","felis_donec.ppt","Schamberger, Hettinger and Adams","7808","63270","Approved"
"383","6/29/2018","non.xls","O'Kon-Stokes","71196","2","Approved"
"384","9/19/2018","convallis_nunc_proin.ppt","Fay, Moen and Nader","4100","4514","Approved"
"385","6/5/2018","ligula.xls","Kilback-Wehner","33856","6","Approved"
"386","11/30/2018","magnis.xls","Powlowski-Reichel","68008","1","Approved"
"387","2/18/2019","sagittis_sapien.doc","Walker-Runte","46","736","Disputed"
"388","11/21/2018","pharetra_magna_ac.ppt","Bosco, Bayer and Champlin","517","0","Disputed"
"389","6/18/2018","pellentesque_ultrices_mattis.xls","Beatty, Graham and Bauch","280","90","Disputed"
"390","10/31/2018","vel_nulla_eget.ppt","Purdy, Lang and Gusikowski","929","45024","Disputed"
"391","10/17/2018","vitae.doc","Altenwerth-Ryan","4480","65","Disputed"
"392","4/6/2018","vel_augue.xls","Feeney, Waters and Tremblay","7","49","Disputed"
"393","8/26/2018","eu.xls","Hickle, Mosciski and Hirthe","4557","20612","Disputed"
"394","8/21/2018","nulla.xls","Cummerata, Wilkinson and Kessler","6","63414","Disputed"
"395","8/26/2018","sapien_cum_sociis.xls","Bradtke, Johns and Brown","7322","46","Disputed"
"396","11/25/2018","gravida_sem.xls","Leuschke-Trantow","3","5409","Open"
"397","5/9/2018","cras.xls","Konopelski-Schaefer","3","444","Open"
"398","1/26/2019","neque.ppt","Swift LLC","87","0","Open"
"399","4/30/2018","diam_in_magna.ppt","Johnston-Labadie","3","43","Open"
"400","10/19/2018","eget.xls","Murazik Group","1880","97","Disputed"
"401","2/17/2019","porttitor_id.ppt","Leffler-Weimann","1387","83","Disputed"
"402","1/21/2019","diam_erat.ppt","Wehner, Yost and Emard","136","8096","Disputed"
"403","2/14/2019","viverra_dapibus.xls","Volkman and Sons","44","44416","Disputed"
"404","1/4/2019","et.xls","Balistreri, Kulas and Hegmann","5","7","Disputed"
"405","3/11/2019","aliquam_quis.xls","Kshlerin LLC","13447","2998","Disputed"
"406","3/25/2018","tincidunt.pdf","Cronin Group","969","6","Disputed"
"407","11/18/2018","potenti.ppt","McLaughlin Inc","37894","85","Approved"
"408","12/23/2018","et_ultrices_posuere.xls","Lueilwitz-Parker","3","37","Approved"
"409","6/13/2018","fermentum_justo.ppt","Armstrong and Sons","860","91814","Approved"
"410","4/17/2018","lectus.ppt","Jacobson-Bauch","0","37","Approved"
"411","3/6/2019","dapibus_augue_vel.xls","Krajcik Group","50009","3","Approved"
"412","12/31/2018","aliquam_quis.pdf","Wunsch-Oberbrunner","17871","13437","Approved"
"413","9/27/2018","varius_nulla.ppt","Cormier LLC","16","9679","Approved"
"414","9/30/2018","auctor_sed_tristique.ppt","Braun LLC","3","9","Approved"
"415","7/20/2018","varius.xls","VonRueden Group","8617","138","Approved"
"416","5/10/2018","lobortis_est.xls","Baumbach, Powlowski and Casper","2","711","Approved"
"417","4/17/2018","condimentum_curabitur_in.xls","Stiedemann-Kunze","3162","99344","Open"
"418","7/17/2018","accumsan_felis_ut.ppt","Gleason-Wisoky","92","63083","Open"
"419","5/1/2018","lectus_vestibulum.pdf","Murazik, Lehner and Moen","561","46287","Open"
"420","9/2/2018","ipsum_ac.doc","Jenkins-West","30570","87808","Open"
"421","12/9/2018","tincidunt_nulla.ppt","Rice, Hane and Bosco","40331","7629","Open"
"422","6/3/2018","congue_elementum.doc","Kling-Beatty","29944","35772","Open"
"423","6/19/2018","ut_nunc.ppt","Osinski LLC","623","2","Approved"
"424","8/20/2018","bibendum_felis_sed.doc","Macejkovic, Rosenbaum and Ward","51725","5727","Approved"
"425","11/3/2018","ipsum_dolor.xls","O'Kon-Bashirian","4","1276","Approved"
"426","10/16/2018","mattis_odio.xls","Witting Inc","204","95397","Approved"
"427","1/26/2019","justo_nec_condimentum.ppt","Sporer, Upton and Schiller","1","3343","Approved"
"428","5/11/2018","condimentum_curabitur.xls","Tillman Inc","5786","1636","Approved"
"429","12/30/2018","et_eros.xls","Larkin Inc","73208","57","Approved"
"430","5/30/2018","lobortis_ligula.ppt","Hintz, Jacobi and Emard","6","7","Disputed"
"431","12/20/2018","quam.ppt","Schulist Inc","304","8","Disputed"
"432","6/26/2018","sapien.ppt","Bergnaum Inc","2","8","Disputed"
"433","7/1/2018","pellentesque_volutpat_dui.xls","Goldner LLC","14","60652","Disputed"
"434","8/18/2018","leo.ppt","Kilback, Gottlieb and Schaden","510","48001","Disputed"
"435","11/6/2018","tincidunt_lacus.doc","Kilback, Heller and Dibbert","2","5758","Disputed"
"436","11/24/2018","nulla.ppt","Sporer-Hand","26","449","Approved"
"437","6/29/2018","sem_mauris.xls","Green, Keeling and Haley","37","6248","Approved"
"438","6/11/2018","varius_ut.ppt","Marquardt Inc","4","645","Approved"
"439","4/6/2018","non_pretium.xls","Stamm Group","463","58954","Approved"
"440","4/22/2018","pulvinar_nulla_pede.xls","Johnson and Sons","66617","60","Approved"
"441","11/12/2018","quam_a_odio.xls","Skiles-Gorczany","91","1","Approved"
"442","4/20/2018","at_feugiat_non.ppt","Dietrich-Gottlieb","9","1","Approved"
"443","9/24/2018","curabitur_in.doc","Hand, Gorczany and Connelly","96","1","Disputed"
"444","6/18/2018","amet.ppt","Beatty-Torphy","380","6989","Disputed"
"445","7/30/2018","in.xls","Stracke Group","864","564","Disputed"
"446","6/30/2018","proin_at.pdf","Nitzsche, Gerlach and Satterfield","0","3","Disputed"
"447","3/27/2018","quisque.xls","Roberts Group","164","15","Disputed"
"448","2/13/2019","ultrices.ppt","Brekke LLC","922","1973","Disputed"
"449","11/9/2018","cubilia.doc","Hessel and Sons","0","1849","Disputed"
"450","9/2/2018","magna_at_nunc.ppt","Keebler-Purdy","3","913","Disputed"
"451","7/9/2018","aliquam.xls","Eichmann, Conroy and Heathcote","73","48510","Open"
"452","5/3/2018","urna_pretium.ppt","Hartmann-Marks","958","4337","Open"
"453","7/24/2018","rhoncus_dui.ppt","Schaefer and Sons","67","1","Open"
"454","2/15/2019","id_mauris_vulputate.xls","Torp, Lebsack and Pollich","8","96319","Open"
"455","8/29/2018","nibh_quisque_id.pdf","Hayes, Turner and Rogahn","6653","61","Open"
"456","5/13/2018","nulla.ppt","Hane-Corkery","3","8318","Open"
"457","2/26/2019","urna_ut_tellus.xls","Bergstrom-Hills","774","5177","Open"
"458","7/15/2018","id_justo.xls","Rohan, Herman and Haley","4363","92674","Open"
"459","8/13/2018","nec_dui.ppt","Steuber, Kuvalis and Schiller","83493","768","Open"
"460","8/15/2018","quam_a_odio.xls","Dibbert Group","68","94","Open"
"461","5/24/2018","at_vulputate_vitae.ppt","Stracke-McDermott","15386","472","Open"
"462","8/27/2018","lacus.ppt","Witting-Hansen","63703","525","Open"
"463","5/30/2018","id.xls","Walsh-Balistreri","5049","551","Open"
"464","5/31/2018","nulla.pdf","Lesch Inc","26","907","Open"
"465","1/13/2019","vel_augue_vestibulum.ppt","Sanford-Upton","50","9","Open"
"466","10/10/2018","leo.xls","Rosenbaum, Farrell and Kilback","72800","30341","Disputed"
"467","3/11/2019","nec.ppt","Wiza, Ritchie and Kihn","1","24347","Disputed"
"468","10/3/2018","ut_nulla_sed.doc","Schimmel-Ward","4","35220","Disputed"
"469","7/4/2018","eu.ppt","Lemke LLC","63161","36060","Disputed"
"470","4/16/2018","lorem_ipsum.xls","Gaylord LLC","38243","82","Disputed"
"471","5/31/2018","potenti.ppt","Klocko Group","0","50","Disputed"
"472","1/10/2019","eu_interdum_eu.ppt","Roberts, Wunsch and Bogisich","9","46421","Disputed"
"473","3/15/2019","praesent.ppt","Kirlin, Weissnat and O'Reilly","3699","167","Disputed"
"474","11/11/2018","elementum_pellentesque_quisque.doc","Abbott-Kessler","13","8838","Disputed"
"475","7/25/2018","tempor_turpis_nec.doc","Lehner Group","5056","77","Disputed"
"476","6/15/2018","pellentesque_at_nulla.ppt","Schuppe LLC","63","70698","Disputed"
"477","3/11/2019","sapien_arcu_sed.pdf","Kshlerin and Sons","4","468","Disputed"
"478","10/5/2018","massa_tempor_convallis.ppt","Schinner LLC","8","345","Approved"
"479","6/25/2018","libero.ppt","Powlowski-Price","4","16","Approved"
"480","1/31/2019","erat_quisque.xls","Tillman, Heathcote and Bailey","12395","729","Approved"
"481","8/10/2018","metus_arcu_adipiscing.doc","Reinger, McCullough and Lindgren","647","6514","Approved"
"482","11/17/2018","leo_odio.xls","Williamson, Wuckert and Tillman","1709","6095","Approved"
"483","9/15/2018","in_purus_eu.pdf","Kautzer and Sons","47","5","Approved"
"484","2/15/2019","donec_odio.xls","Daniel and Sons","27","9486","Approved"
"485","3/30/2018","ut.ppt","Strosin Inc","7","0","Approved"
"486","8/21/2018","sodales.ppt","Botsford-Wisoky","2","32","Approved"
"487","7/12/2018","tellus_semper.ppt","Bruen, Conroy and Ruecker","37352","4","Approved"
"488","10/30/2018","morbi_ut_odio.ppt","Von, Graham and Muller","30","6031","Approved"
"489","8/8/2018","posuere_cubilia.doc","Erdman LLC","5","437","Approved"
"490","3/27/2018","odio_elementum_eu.xls","Leuschke Group","23","184","Approved"
"491","1/19/2019","in.doc","Sporer Inc","615","99","Approved"
"492","6/10/2018","vestibulum.xls","Walker, Macejkovic and Feil","18437","66053","Approved"
"493","4/19/2018","penatibus_et.ppt","Dicki and Sons","4","5","Approved"
"494","1/31/2019","porttitor.doc","Kuvalis-Brown","270","75","Approved"
"495","2/7/2019","nulla_justo_aliquam.ppt","Ward-McCullough","6","699","Approved"
"496","4/13/2018","neque_duis_bibendum.ppt","Ortiz-Bergstrom","10930","14380","Approved"
"497","2/28/2019","rhoncus.ppt","Turner-Swaniawski","83","43642","Approved"
"498","6/21/2018","phasellus_in_felis.ppt","Hagenes-Stanton","77","3393","Approved"
"499","8/2/2018","integer_ac_neque.ppt","Schaefer Inc","5619","526","Approved"
"500","9/11/2018","lacus.xls","Kuhn, Boehm and Daugherty","3","3","Approved"
"501","7/13/2018","phasellus_sit.xls","Trantow, Terry and Rice","49303","27","Approved"
"502","4/3/2018","sapien.xls","Emmerich Inc","0","39224","Approved"
"503","10/27/2018","ornare.doc","Oberbrunner, Jenkins and Harvey","404","75277","Approved"
"504","12/25/2018","in_magna.ppt","Sauer-Beahan","30","5882","Approved"
"505","7/12/2018","dui_luctus_rutrum.ppt","Bauch Group","90","767","Approved"
"506","3/16/2019","sit.pdf","Sipes, Weissnat and Kautzer","5878","49","Approved"
"507","11/28/2018","pharetra.ppt","Rodriguez and Sons","7290","97485","Approved"
"508","7/6/2018","ultrices.xls","Greenholt-Spencer","7449","5","Approved"
"509","7/23/2018","quisque.xls","Becker, Watsica and Powlowski","43","54","Approved"
"510","8/23/2018","erat.doc","Friesen and Sons","33","3","Approved"
"511","3/20/2018","hendrerit.xls","Murphy, Kris and Runolfsdottir","19","41469","Approved"
"512","2/21/2019","eleifend_quam.ppt","Wehner-Carter","35","1521","Approved"
"513","1/17/2019","sit.pdf","Stokes-Ortiz","142","88830","Approved"
"514","8/19/2018","adipiscing.ppt","Krajcik-Hayes","3","542","Approved"
"515","11/28/2018","at_diam_nam.ppt","Tillman, Davis and Lakin","73","770","Approved"
"516","10/8/2018","augue_aliquam.ppt","Gleason-Ledner","63124","470","Approved"
"517","9/14/2018","ultrices_vel.xls","Macejkovic Inc","742","10","Disputed"
"518","3/4/2019","quam.xls","Schinner-Conroy","30","1058","Disputed"
"519","5/13/2018","id.doc","Considine-Schiller","2506","65","Disputed"
"520","5/8/2018","dictumst_aliquam_augue.xls","Huels-Gleichner","49486","36","Disputed"
"521","7/28/2018","habitasse.ppt","Stracke Inc","7499","28","Disputed"
"522","11/11/2018","at_nibh.ppt","Greenfelder Group","98","61","Disputed"
"523","6/11/2018","donec_vitae.xls","Schmeler-Jakubowski","3506","26","Disputed"
"524","7/28/2018","vitae_consectetuer.ppt","Wisozk LLC","8","5847","Disputed"
"525","1/22/2019","in_hac_habitasse.ppt","Nolan-Parisian","5816","6","Disputed"
"526","10/5/2018","volutpat.ppt","Orn Group","2","469","Disputed"
"527","8/26/2018","posuere.ppt","Spinka Group","73","1170","Disputed"
"528","4/26/2018","morbi_sem.pdf","Cummerata, Stark and Bartell","71982","3549","Disputed"
"529","4/21/2018","sed.ppt","Huel-Greenholt","3","15","Disputed"
"530","9/3/2018","pede.xls","Gibson-Johnson","6677","97","Disputed"
"531","7/1/2018","nulla.ppt","Lakin, Daugherty and Johnson","1","8173","Disputed"
"532","7/1/2018","enim.ppt","Parker-Wuckert","12","737","Disputed"
"533","3/20/2018","et_ultrices.xls","Marvin, Harris and Heaney","0","48027","Disputed"
"534","4/3/2018","in_tempor.xls","Moen, Luettgen and Dibbert","3","2569","Disputed"
"535","3/10/2019","viverra_diam.xls","Rau, Jerde and Rowe","8","78267","Disputed"
"536","5/11/2018","nulla_ut_erat.ppt","Dickinson, Champlin and Walsh","28","49742","Disputed"
"537","9/21/2018","aliquet_ultrices.xls","Purdy-West","68007","44554","Open"
"538","6/18/2018","hac.ppt","Towne Inc","9","975","Open"
"539","3/11/2019","ultrices_phasellus_id.xls","Ullrich-Lesch","139","109","Open"
"540","6/20/2018","nisl_venenatis_lacinia.doc","Moore-Nikolaus","3","3","Open"
"541","7/4/2018","nibh_quisque.ppt","Wuckert-Rosenbaum","6","42","Open"
"542","5/18/2018","elementum_ligula.xls","Considine, Windler and Hauck","21","662","Open"
"543","8/20/2018","eu_mi.xls","Bauch Group","44370","784","Open"
"544","12/20/2018","est.xls","Fay-Dietrich","657","60","Open"
"545","7/25/2018","ultrices.ppt","Dietrich-Collier","6","792","Open"
"546","7/14/2018","egestas_metus.ppt","Bergstrom, Kub and Heathcote","4","1","Open"
"547","7/19/2018","sit_amet_cursus.ppt","Kuhic, Grimes and Mueller","920","171","Open"
"548","3/14/2019","in_quis.xls","Terry Inc","24668","930","Open"
"549","5/23/2018","placerat_ante_nulla.xls","Medhurst-Mraz","3778","2209","Open"
"550","5/31/2018","in.pdf","Murazik, Beatty and Wunsch","3666","88","Open"
"551","7/18/2018","eu.ppt","Mohr and Sons","76","933","Open"
"552","3/20/2018","convallis_nulla_neque.ppt","Bogan-Wolff","35","7","Open"
"553","4/17/2018","nunc.pdf","Hilpert, Dare and White","79453","5132","Open"
"554","8/29/2018","aliquam.ppt","Pacocha-Nikolaus","99","9","Open"
"555","5/3/2018","mauris_laoreet.xls","Lebsack-Legros","86","700","Open"
"556","5/12/2018","hac_habitasse_platea.pdf","Greenholt Group","838","80751","Open"
"557","6/22/2018","quam_sollicitudin.doc","Wintheiser Inc","8","4","Open"
"558","2/12/2019","orci.xls","Dickens and Sons","56","672","Open"
"559","5/7/2018","ligula.xls","Kerluke Inc","50","165","Open"
"560","5/18/2018","ac_lobortis.ppt","Deckow LLC","80997","5","Approved"
"561","8/14/2018","vestibulum_velit.xls","Wisozk Group","8745","911","Approved"
"562","5/22/2018","habitasse_platea.doc","Schowalter, Gerlach and Predovic","27466","75229","Approved"
"563","8/24/2018","amet_diam_in.ppt","Rodriguez and Sons","60217","8666","Approved"
"564","1/11/2019","magna_ac_consequat.ppt","Kulas Group","50555","27685","Approved"
"565","8/14/2018","integer.ppt","Braun and Sons","3548","72482","Approved"
"566","4/28/2018","in_ante.ppt","Cartwright-Hayes","6339","431","Approved"
"567","12/27/2018","montes_nascetur_ridiculus.xls","Macejkovic, Cassin and Nitzsche","13937","243","Approved"
"568","2/24/2019","tempus_vel.pdf","O'Hara LLC","5843","6150","Approved"
"569","8/3/2018","posuere.ppt","Tillman-Dooley","66515","980","Approved"
"570","5/18/2018","molestie_nibh.ppt","Okuneva, Lueilwitz and Powlowski","3565","145","Approved"
"571","6/15/2018","penatibus_et_magnis.pdf","Turner, Rodriguez and Pfeffer","652","715","Approved"
"572","3/10/2019","purus_aliquet.xls","McClure, Effertz and Braun","6","6","Approved"
"573","6/22/2018","nunc.ppt","O'Conner, Borer and Hessel","31307","393","Approved"
"574","1/19/2019","tincidunt.xls","Reichert Group","526","4820","Approved"
"575","8/19/2018","vel.xls","Hane-Denesik","6","854","Approved"
"576","2/7/2019","posuere_felis.ppt","Stroman LLC","355","53861","Approved"
"577","5/25/2018","mi.xls","Crona-Toy","24","9766","Approved"
"578","10/24/2018","amet.doc","Lebsack Inc","191","891","Approved"
"579","10/6/2018","habitasse_platea_dictumst.xls","VonRueden Inc","56906","60","Approved"
"580","9/25/2018","suspendisse_potenti.doc","Little, Marvin and Lowe","79","89986","Approved"
"581","9/18/2018","odio_curabitur_convallis.xls","Greenholt, Spencer and Osinski","6","34","Approved"
"582","12/8/2018","sed_augue_aliquam.ppt","Hammes-Spinka","51","58","Approved"
"583","5/26/2018","nullam_orci_pede.ppt","Muller-Upton","19","5285","Approved"
"584","8/29/2018","viverra.ppt","Conn, Watsica and Deckow","64682","135","Approved"
"585","7/28/2018","lectus_pellentesque_eget.ppt","Marvin-Braun","638","3","Disputed"
"586","10/23/2018","mauris_vulputate_elementum.xls","Cronin Inc","86","79984","Disputed"
"587","1/20/2019","lectus_vestibulum.ppt","Hudson, Bechtelar and Herzog","4","634","Disputed"
"588","3/10/2019","nulla.ppt","Abbott-Schaefer","8","31","Disputed"
"589","11/9/2018","sollicitudin_ut.xls","Considine-Powlowski","12","5287","Disputed"
"590","3/20/2018","nulla.xls","Sporer and Sons","44","92363","Disputed"
"591","11/20/2018","tortor_id_nulla.doc","Leffler, Murphy and Klocko","8","673","Disputed"
"592","9/3/2018","convallis.ppt","Cruickshank-Emmerich","74","37709","Disputed"
"593","11/10/2018","dapibus.ppt","Ledner, Turner and Daugherty","4181","546","Disputed"
"594","3/8/2019","lacinia.xls","Berge, Runte and Donnelly","62088","6761","Disputed"
"595","10/4/2018","non_sodales.xls","Ortiz, McKenzie and Dietrich","36","25","Disputed"
"596","10/4/2018","dapibus_augue.ppt","Ondricka-Dare","2","79","Disputed"
"597","9/3/2018","duis_bibendum.ppt","Maggio Group","96280","5","Disputed"
"598","8/8/2018","hac_habitasse_platea.ppt","Gutmann, Lesch and Murray","35","214","Disputed"
"599","10/3/2018","lectus_aliquam_sit.xls","Weissnat, Nienow and Christiansen","4844","88808","Disputed"
"600","8/23/2018","in_porttitor_pede.xls","Hayes and Sons","3483","928","Disputed"
"601","6/5/2018","id_justo_sit.doc","Hilll-Kertzmann","80698","2","Disputed"
"602","10/2/2018","etiam_vel_augue.xls","Rohan-Bode","92","9","Disputed"
"603","6/5/2018","a.xls","Heaney, West and McDermott","7","663","Disputed"
"604","10/24/2018","accumsan.xls","Powlowski, Runte and Stoltenberg","6270","0","Disputed"
"605","10/4/2018","vel_lectus_in.xls","Ebert, Brekke and Sporer","25","6377","Disputed"
"606","12/26/2018","pellentesque.xls","Farrell, Mueller and Runte","71","8297","Disputed"
"607","7/21/2018","luctus_et_ultrices.ppt","Koepp Group","63","15","Disputed"
"608","5/11/2018","arcu_libero.xls","Monahan LLC","31","4788","Disputed"
"609","3/14/2019","vulputate.xls","Abbott-Ferry","8","2598","Disputed"
"610","1/29/2019","dapibus_at_diam.xls","Wintheiser Group","7","8","Disputed"
"611","10/20/2018","est.xls","Hansen-Cormier","9","2643","Approved"
"612","8/10/2018","sapien_varius.ppt","Hilll, Murphy and Schulist","79","9420","Approved"
"613","9/13/2018","tristique.ppt","Cruickshank and Sons","9","4","Approved"
"614","8/6/2018","vivamus_metus.ppt","McGlynn, Heidenreich and Wehner","4110","5","Approved"
"615","1/5/2019","vel_pede.ppt","O'Connell LLC","6389","2736","Approved"
"616","9/12/2018","nibh_fusce.doc","White-Moen","577","9","Approved"
"617","4/23/2018","urna_pretium.xls","Stanton, Schinner and Borer","4","35","Approved"
"618","3/30/2018","nulla_justo_aliquam.ppt","Franecki-Windler","93898","5","Approved"
"619","6/18/2018","felis_fusce_posuere.ppt","Dibbert and Sons","76960","62452","Approved"
"620","10/21/2018","quis.xls","Raynor-Hammes","7","3","Approved"
"621","1/2/2019","diam_nam_tristique.xls","Schaden, DuBuque and Pouros","69700","34","Approved"
"622","9/17/2018","porta_volutpat_quam.xls","Larkin-Botsford","5","13293","Approved"
"623","8/5/2018","sit.xls","Funk-Little","58","7","Open"
"624","6/29/2018","a.ppt","Abbott, Stokes and Gerhold","74175","1499","Open"
"625","9/19/2018","felis.doc","McGlynn and Sons","6","0","Open"
"626","2/26/2019","maecenas_tristique.ppt","Langworth, Jacobs and Sanford","43","0","Open"
"627","6/3/2018","lacus.xls","Hermiston LLC","2035","82381","Open"
"628","12/17/2018","curabitur_in.xls","Lemke, Bartoletti and Nikolaus","268","5980","Open"
"629","7/14/2018","pellentesque_quisque_porta.xls","Kuvalis-Bernier","67","720","Open"
"630","11/8/2018","vel.ppt","Rempel and Sons","198","362","Open"
"631","12/12/2018","ipsum_integer_a.xls","Hintz-Douglas","3","20","Open"
"632","2/20/2019","leo_rhoncus_sed.xls","Kutch, Upton and Gutmann","17","943","Open"
"633","11/3/2018","non_quam_nec.ppt","Hansen, Morissette and Howell","43971","7","Open"
"634","3/2/2019","rhoncus_aliquet_pulvinar.xls","Zieme-Larkin","31194","580","Open"
"635","4/24/2018","sapien_placerat.xls","Altenwerth and Sons","5650","5391","Open"
"636","6/1/2018","suscipit.xls","Kuvalis, Cremin and Pollich","67","24","Open"
"637","1/3/2019","quis.ppt","Maggio-Smitham","2","70","Open"
"638","1/15/2019","pharetra_magna_ac.ppt","Christiansen-Sauer","4","7732","Open"
"639","8/17/2018","est_risus.ppt","Shields Inc","31","254","Open"
"640","11/30/2018","tincidunt.xls","Stamm, Reynolds and Friesen","180","939","Open"
"641","5/17/2018","curae.ppt","Daniel, Fadel and Lockman","83","81757","Open"
"642","7/29/2018","in.xls","Schaefer Inc","7","8007","Open"
"643","2/17/2019","donec_ut.ppt","Langworth, Nienow and Heidenreich","75794","7","Open"
"644","6/23/2018","ac_est.xls","Ritchie Inc","983","9702","Open"
"645","10/14/2018","cursus_urna_ut.xls","Collier, Abshire and Sporer","99945","63411","Open"
"646","3/26/2018","nulla.xls","Barton, Wolff and Pfannerstill","2","121","Open"
"647","1/18/2019","integer.xls","D'Amore, Rohan and Hoeger","38","60","Open"
"648","2/23/2019","quam_sollicitudin.ppt","Conroy, Crooks and Hand","853","1","Open"
"649","9/4/2018","sit_amet.doc","Ruecker, Powlowski and Ritchie","26129","239","Open"
"650","8/6/2018","nec.xls","Marquardt-Steuber","37618","978","Open"
"651","1/26/2019","tempus_vivamus.xls","Langosh, Gutmann and Adams","58","20","Open"
"652","12/1/2018","erat_vestibulum.xls","Brakus, Schaefer and Rice","5","52","Open"
"653","8/29/2018","pulvinar_nulla.xls","O'Conner, Schmidt and Cremin","99818","31","Open"
"654","3/3/2019","et_commodo.xls","Sporer-Rogahn","0","45664","Approved"
"655","3/28/2018","eu.xls","Hagenes Group","8","7538","Approved"
"656","9/11/2018","nullam_sit.xls","Wilkinson LLC","806","8","Approved"
"657","7/21/2018","vel_sem.xls","Olson Group","1039","4","Approved"
"658","9/3/2018","cursus_id_turpis.ppt","Blick-White","2588","6","Approved"
"659","9/15/2018","quam_pede_lobortis.xls","Kreiger-Homenick","692","3","Approved"
"660","6/17/2018","vulputate.ppt","Stoltenberg, Labadie and Keeling","72","56691","Approved"
"661","1/17/2019","pede.ppt","Will, Hintz and Homenick","4978","7287","Disputed"
"662","5/1/2018","ornare_imperdiet_sapien.doc","Hoppe, McClure and Kuhic","32","28520","Disputed"
"663","11/28/2018","pellentesque_ultrices_mattis.xls","Carter, Halvorson and Paucek","36516","4742","Disputed"
"664","1/7/2019","id_consequat.ppt","Spinka-Brakus","558","74285","Disputed"
